cycle,equity
1,10017.35698824682
2,10014.770360772913
3,10011.84980843288
4,10031.133561494604
5,10042.754099528871
6,10037.732722479108
7,10044.803673248723
8,10039.7812714121
9,10027.594560362963
10,10022.580763082782
11,10026.432531151879
12,10017.045724918127
13,10012.037202055668
14,10006.280786267469
15,9975.71422524496
16,9963.046874986023
17,9958.06535154853
18,9931.29443768259
19,9967.07955467922
20,10000.276152545332
21,9995.27601446906
22,9989.919693922726
23,9984.924734075765
24,9970.755795371191
25,9965.770417473506
26,9976.53081569322
27,9971.542550285374
28,9981.625184921479
29,9976.63437232902
30,9990.847444287685
31,9985.852020565542
32,9991.46617426597
33,9986.470441178837
34,9986.470441178837
35,9988.85716079031
36,9984.21549983282
37,9964.067544117386
38,9992.969162923177
39,9987.972678341715
40,9985.733423242194
41,9980.740556530574
42,9959.871215595984
43,9943.354918655119
44,9943.84098171379
45,9954.513443410047
46,9975.16111587094
47,9970.173535313006
48,9990.726768343471
49,9956.517854733776
50,9941.003444680455
51,9983.147603521105
52,10034.428969505407
53,10029.411755020654
54,10023.151115064571
55,10019.34816970921
56,10022.236677029417
57,10026.149913384437
58,10021.136838427745
59,10002.75395705076
60,9998.551657368847
61,9993.415041320677
62,10010.159563412135
63,10005.15448363043
64,10019.6587975181
65,10014.64896811934
66,10016.079486469751
67,10011.071446726517
68,9979.802936764476
69,9965.710773890089
70,9958.91846787171
71,9973.512634580044
72,9966.39444209488
73,9966.229418735102
74,9961.246304025735
75,9949.665605688137
76,9920.09623721035
77,9927.971262874518
78,9923.007277243081
79,9927.358104645944
80,9931.375437627668
81,9929.688719307656
82,9953.925167996531
83,9948.948205412533
84,9925.817509983919
85,9920.854601228928
86,9916.55126451096
87,9911.592988878705
88,9881.887528733756
89,9899.325539821528
90,9904.202763788364
91,9899.25066240647
92,9907.30256168493
93,9902.348910404087
94,9902.348910404087
95,9891.065722359886
96,9894.339733902661
97,9889.39256403571
98,9889.39256403571
99,9893.986962267118
100,9889.039968785984
101,9854.955065728982
102,9842.329265358343
103,9846.197265968069
104,9854.165774606763
105,9858.64558733514
106,9847.710042918356
107,9828.528948502211
108,9836.231085538286
109,9842.31316183558
110,9831.067568751372
111,9863.266889155697
112,9827.449102470511
113,9774.73629470088
114,9739.694256588344
115,9753.701160732848
116,9747.81668303235
117,9732.120490812076
118,9764.564712812451
119,9769.547417325442
120,9764.66264361678
121,9791.379810329167
122,9786.484120424002
123,9788.225133666374
124,9751.506943009324
125,9768.512419047363
126,9763.62816283784
127,9765.298969361802
128,9738.024485858412
129,9742.535145071237
130,9756.494224698514
131,9760.540767001841
132,9739.900591105572
133,9730.74783514628
134,9754.52824272326
135,9749.650978601898
136,9705.99860514598
137,9705.088122456262
138,9704.263939058457
139,9699.411807088929
140,9678.537825760064
141,9715.799870788307
142,9710.941970852913
143,9701.717054905781
144,9696.866196378329
145,9696.408406865557
146,9691.560202662125
147,9666.300446122576
148,9668.794694517226
149,9669.183425782987
150,9670.91347892481
151,9666.078022185347
152,9668.976054094312
153,9664.141566067265
154,9662.894190821544
155,9658.11963673994
156,9653.615490496386
157,9651.091684007944
158,9654.553964757846
159,9649.726687775468
160,9649.726687775468
161,9643.331771474057
162,9638.51010558832
163,9632.872167367887
164,9628.055731284203
165,9633.495662332594
166,9628.678914501428
167,9626.401031854308
168,9621.587831338382
169,9612.995302553274
170,9608.188804901998
171,9613.029697154509
172,9613.243600370182
173,9608.436978569998
174,9616.86864483016
175,9612.060210507745
176,9596.728735497383
177,9590.340354411346
178,9593.134033973243
179,9597.37931840906
180,9592.580628749854
181,9592.580628749854
182,9593.159523084196
183,9585.040817261868
184,9580.248296853239
185,9578.796656802704
186,9574.007258474303
187,9570.235033610412
188,9565.449916093607
189,9565.449916093607
190,9536.306671641201
191,9540.12334295445
192,9529.996349118908
193,9542.671707475234
194,9534.452784358538
195,9529.685557966359
196,9517.018956826352
197,9514.135514887754
198,9518.411705139371
199,9516.44615582685
