cursor,bar_timestamp,bar_timestamp_utc,close_price,prob_up,regime,long_threshold,short_threshold,pre_risk_proposed_action,pre_risk_proposed_position,final_action,from_position,target_position,strategy_return,realized_pnl_pct,unrealized_pnl_pct,risk_paused,risk_stop_triggered,risk_take_profit_triggered,reason_codes
2417,1775701080000,2026-04-09T02:18:00+00:00,92983.68338708114,0.9698338314249857,normal,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,0,0,0.0,,,false,false,false,no_trade_signal_or_no_position_change
2418,1775701140000,2026-04-09T02:19:00+00:00,93012.51021951734,0.403528745090366,normal,0.5209073959509595,0.4768958000257443,SHORT,-1,LONG,0,1,0.0005935629806432985,,0.0,false,false,false,""
2419,1775701200000,2026-04-09T02:20:00+00:00,93114.22525743011,0.9283118381091076,normal,0.5209073959509595,0.4768958000257443,LONG,1,FLAT,1,0,-0.0005,0.0010935629806432257,,false,false,false,""
2420,1775701260000,2026-04-09T02:21:00+00:00,93201.18886725852,0.9275004476393139,normal,0.5209073959509595,0.4768958000257443,LONG,1,LONG,0,1,0.00012481571961927217,,0.0,false,false,false,""
2421,1775701320000,2026-04-09T02:22:00+00:00,93259.42243514999,0.5019794035866706,normal,0.5209073959509595,0.4768958000257443,FLAT,0,HOLD,1,1,-0.0011025563417793433,,0.0006248157196193649,false,false,false,no_trade_signal_or_no_position_change
2422,1775701380000,2026-04-09T02:23:00+00:00,93156.59866751343,0.8126576522567814,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,FLAT,1,0,-0.0005,-0.00047842951669418987,,false,false,false,""
2423,1775701440000,2026-04-09T02:24:00+00:00,93107.27725119257,0.8653816233164009,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,LONG,0,1,-0.0012727728845664745,,0.0,false,false,false,""
2424,1775701500000,2026-04-09T02:25:00+00:00,93035.32647197704,0.7442648510723385,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,0.0005949285177766923,,-0.0007727728845664528,false,false,false,no_trade_signal_or_no_position_change
2425,1775701560000,2026-04-09T02:26:00+00:00,93090.67584085588,0.5730441553814951,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,0.00015482701844833345,,-0.00017830411141661617,false,false,false,no_trade_signal_or_no_position_change
2426,1775701620000,2026-04-09T02:27:00+00:00,93105.08879264166,0.84482856414031,normal,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,-0.0010779234452667698,,-0.000023504699262155704,false,false,false,no_trade_signal_or_no_position_change
2427,1775701680000,2026-04-09T02:28:00+00:00,93004.72863455843,0.8451777770092556,normal,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,-0.000129099594209166,,-0.0011014028082625416,false,false,false,no_trade_signal_or_no_position_change
2428,1775701740000,2026-04-09T02:29:00+00:00,92992.72176183217,0.868930776483436,normal,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,-0.0011596758009210979,,-0.0012303602118161061,false,false,false,no_trade_signal_or_no_position_change
2429,1775701800000,2026-04-09T02:30:00+00:00,92884.88035274319,0.7599831955423624,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,-0.000021993383717044563,,-0.00238860919377315,false,false,false,no_trade_signal_or_no_position_change
2430,1775701860000,2026-04-09T02:31:00+00:00,92882.83749992808,0.6940346076650776,normal,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,-0.0012869154912802411,,-0.0024105500438916794,false,false,false,no_trade_signal_or_no_position_change
2431,1775701920000,2026-04-09T02:32:00+00:00,92763.30513747536,0.8323190716529835,normal,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,0.00043786955667319714,,-0.003694363360977948,false,false,false,no_trade_signal_or_no_position_change
2432,1775701980000,2026-04-09T02:33:00+00:00,92803.92336477144,0.797602295893652,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,0.00031864122990201126,,-0.003258111453551704,false,false,false,no_trade_signal_or_no_position_change
2433,1775702040000,2026-04-09T02:34:00+00:00,92833.49452105213,0.7114771325833952,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,0.001528446194766557,,-0.0029405083922904307,false,false,false,no_trade_signal_or_no_position_change
2434,1775702100000,2026-04-09T02:35:00+00:00,92975.38552249971,0.6416761138096394,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,0.0006900578791673514,,-0.0014165566063867319,false,false,false,no_trade_signal_or_no_position_change
2435,1775702160000,2026-04-09T02:36:00+00:00,93039.54391984813,0.5775394216902906,high_volatility,0.5209073959509595,0.4768958000257443,LONG,1,HOLD,1,1,-0.00031405293714877085,,-0.000727476233266966,false,false,false,no_trade_signal_or_no_position_change
