cursor,bar_timestamp,bar_timestamp_utc,close_price,prob_up,regime,long_threshold,short_threshold,pre_risk_proposed_action,pre_risk_proposed_position,final_action,from_position,target_position,strategy_return,realized_pnl_pct,unrealized_pnl_pct,risk_paused,risk_stop_triggered,risk_take_profit_triggered,reason_codes
800,1775728800000,2026-04-09T10:00:00+00:00,71374.75,0.08169851040927317,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,SHORT,0,-1,-0.0007582145646743844,,0.0,false,false,false,""
801,1775729700000,2026-04-09T10:15:00+00:00,71393.18,0.0831450488172636,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.00029162449410443666,,-0.0002581479071249726,false,false,false,no_trade_signal_or_no_position_change
802,1775730600000,2026-04-09T10:30:00+00:00,71414.0,0.02628160061578975,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.001926092922956324,,-0.0005496121208726779,false,false,false,no_trade_signal_or_no_position_change
803,1775731500000,2026-04-09T10:45:00+00:00,71276.45,0.34888489263079336,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.0011584471448843542,,0.0013791371483848902,false,false,false,no_trade_signal_or_no_position_change
804,1775732400000,2026-04-09T11:00:00+00:00,71193.88,0.6381496734625348,normal,0.5214300126882973,0.47943505959772875,LONG,1,FLAT,-1,0,-0.0005,0.002540527359935929,,false,false,false,""
805,1775733300000,2026-04-09T11:15:00+00:00,71078.85,0.5789366909421036,normal,0.5214300126882973,0.47943505959772875,LONG,1,LONG,0,1,0.0007044370442121752,,0.0,false,false,false,""
806,1775734200000,2026-04-09T11:30:00+00:00,71164.46,0.5335206023302764,normal,0.5214300126882973,0.47943505959772875,LONG,1,HOLD,1,1,-0.0002008024792151609,,0.0012044370442121366,false,false,false,no_trade_signal_or_no_position_change
807,1775735100000,2026-04-09T11:45:00+00:00,71150.17,0.10158555435500373,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,FLAT,1,0,-0.0005,0.001003392711052431,,false,false,false,""
808,1775736000000,2026-04-09T12:00:00+00:00,71200.96,0.28757514982216437,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,SHORT,0,-1,-0.0015537779265897373,,0.0,false,false,false,""
809,1775736900000,2026-04-09T12:15:00+00:00,71275.99,0.10115584880978969,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.0008843090078439995,,-0.001052668647604893,false,false,false,no_trade_signal_or_no_position_change
810,1775737800000,2026-04-09T12:30:00+00:00,71212.96,0.14548204338349183,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.0009362059939651188,,-0.0001685086534810587,false,false,false,no_trade_signal_or_no_position_change
811,1775738700000,2026-04-09T12:45:00+00:00,71279.63,0.7340874750187835,normal,0.5214300126882973,0.47943505959772875,LONG,1,FLAT,-1,0,-0.0005,-0.001103681374328147,,false,false,false,""
812,1775739600000,2026-04-09T13:00:00+00:00,71114.55,0.52610991867738,normal,0.5214300126882973,0.47943505959772875,LONG,1,LONG,0,1,-0.0005749495004890243,,0.0,false,false,false,""
813,1775740500000,2026-04-09T13:15:00+00:00,71109.22,0.6752384596280263,normal,0.5214300126882973,0.47943505959772875,LONG,1,HOLD,1,1,-0.0030547374869250594,,-0.00007494950048902993,false,false,false,no_trade_signal_or_no_position_change
814,1775741400000,2026-04-09T13:30:00+00:00,70892.0,0.8450009824165116,high_volatility,0.5214300126882973,0.47943505959772875,LONG,1,HOLD,1,1,-0.0012698188794222772,,-0.003129458036365329,false,false,false,no_trade_signal_or_no_position_change
815,1775742300000,2026-04-09T13:45:00+00:00,70801.98,0.40247092017386915,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,FLAT,1,0,-0.0005,-0.004395303070890644,,false,false,false,""
816,1775743200000,2026-04-09T14:00:00+00:00,70788.01,0.7570763066109247,normal,0.5214300126882973,0.47943505959772875,LONG,1,LONG,0,1,-0.00268836495050488,,0.0,false,false,false,""
817,1775744100000,2026-04-09T14:15:00+00:00,70633.1,0.823115380449917,normal,0.5214300126882973,0.47943505959772875,LONG,1,HOLD,1,1,0.0036032681561476805,,-0.002188364950504895,false,false,false,no_trade_signal_or_no_position_change
818,1775745000000,2026-04-09T14:30:00+00:00,70887.61,0.6383693372046592,high_volatility,0.5214300126882973,0.47943505959772875,LONG,1,HOLD,1,1,0.0033306243502920444,,0.0014070179399026106,false,false,false,no_trade_signal_or_no_position_change
819,1775745900000,2026-04-09T14:45:00+00:00,71123.71,0.0634003256234992,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,FLAT,1,0,-0.0005,0.004742328538406504,,false,false,false,""
820,1775746800000,2026-04-09T15:00:00+00:00,71338.59,0.09921547985894007,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,SHORT,0,-1,-0.0005358852060294109,,0.0,false,false,false,""
821,1775747700000,2026-04-09T15:15:00+00:00,71341.15,0.7082363643671745,high_volatility,0.5214300126882973,0.47943505959772875,LONG,1,FLAT,-1,0,-0.0005,-0.00003588391832765048,,false,false,false,""
822,1775748600000,2026-04-09T15:30:00+00:00,72075.75,0.1839634887678617,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,SHORT,0,-1,-0.001419033100592158,,0.0,false,false,false,""
823,1775749500000,2026-04-09T15:45:00+00:00,72141.99,0.21168903267868378,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.00048016418732002564,,-0.0009181892542748926,false,false,false,no_trade_signal_or_no_position_change
824,1775750400000,2026-04-09T16:00:00+00:00,72176.63,0.14503630971182468,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.0015797357122382142,,-0.0013976823245973602,false,false,false,no_trade_signal_or_no_position_change
825,1775751300000,2026-04-09T16:15:00+00:00,72062.61,0.5477259025359442,high_volatility,0.5214300126882973,0.47943505959772875,LONG,1,FLAT,-1,0,-0.0005,0.00018234143892370547,,false,false,false,""
826,1775752200000,2026-04-09T16:30:00+00:00,71972.11,0.8570037599527632,high_volatility,0.5214300126882973,0.47943505959772875,LONG,1,LONG,0,1,0.001011140912778502,,0.0,false,false,false,""
827,1775753100000,2026-04-09T16:45:00+00:00,72080.87,0.10842002761521376,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,FLAT,1,0,-0.0005,0.0015111409127785969,,false,false,false,""
828,1775754000000,2026-04-09T17:00:00+00:00,72481.24,0.1847258263864042,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,SHORT,0,-1,0.001424635947177504,,0.0,false,false,false,""
829,1775754900000,2026-04-09T17:15:00+00:00,72341.74,0.1448711327667747,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.0011429086444422404,,0.001928347313736145,false,false,false,no_trade_signal_or_no_position_change
830,1775755800000,2026-04-09T17:30:00+00:00,72424.42,0.05628270006710514,high_volatility,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.0010622107847048415,,0.0007845420094494404,false,false,false,no_trade_signal_or_no_position_change
831,1775756700000,2026-04-09T17:45:00+00:00,72347.49,0.5652708395948048,normal,0.5214300126882973,0.47943505959772875,LONG,1,FLAT,-1,0,-0.0005,0.0018487165207805578,,false,false,false,""
832,1775757600000,2026-04-09T18:00:00+00:00,71894.13,0.7677132273368912,high_volatility,0.5214300126882973,0.47943505959772875,LONG,1,LONG,0,1,-0.0003009573243323527,,0.0,false,false,false,""
833,1775758500000,2026-04-09T18:15:00+00:00,71908.44,0.4725044961941678,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,FLAT,1,0,-0.0005,0.0001990426756677266,,false,false,false,""
834,1775759400000,2026-04-09T18:30:00+00:00,71855.3,0.15251138314238857,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,SHORT,0,-1,-0.0009646838855310522,,0.0,false,false,false,""
835,1775760300000,2026-04-09T18:45:00+00:00,71888.69,0.17536562097067226,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.0020179808534554243,,-0.0004644680547106761,false,false,false,no_trade_signal_or_no_position_change
836,1775761200000,2026-04-09T19:00:00+00:00,72033.76,0.5589529125670645,normal,0.5214300126882973,0.47943505959772875,LONG,1,FLAT,-1,0,-0.0005,-0.002477449462585213,,false,false,false,""
837,1775762100000,2026-04-09T19:15:00+00:00,71824.82,0.6436616251975605,normal,0.5214300126882973,0.47943505959772875,LONG,1,LONG,0,1,0.003556954128113365,,0.0,false,false,false,""
838,1775763000000,2026-04-09T19:30:00+00:00,72116.21,0.051690130282761614,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,FLAT,1,0,-0.0005,0.004056954128113466,,false,false,false,""
839,1775763900000,2026-04-09T19:45:00+00:00,72096.32,0.47379132086219194,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,SHORT,0,-1,-0.0016992290313845677,,0.0,false,false,false,""
840,1775764800000,2026-04-09T20:00:00+00:00,72182.78,0.3160156897487947,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.001590961168300757,,-0.0011977926037206599,false,false,false,no_trade_signal_or_no_position_change
841,1775765700000,2026-04-09T20:15:00+00:00,72297.62,0.20289404968715685,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.0016582841869483315,,-0.0027843240206245623,false,false,false,no_trade_signal_or_no_position_change
842,1775766600000,2026-04-09T20:30:00+00:00,72417.51,0.1950541078959193,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.000048883205180537104,,-0.004435253297165098,false,false,false,no_trade_signal_or_no_position_change
843,1775767500000,2026-04-09T20:45:00+00:00,72413.97,0.09828742457176576,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.0010732735686222032,,-0.004386584522295789,false,false,false,no_trade_signal_or_no_position_change
844,1775768400000,2026-04-09T21:00:00+00:00,72336.25,0.0361560264917069,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,0.0020742020771050973,,-0.003316870863501964,false,false,false,no_trade_signal_or_no_position_change
845,1775769300000,2026-04-09T21:15:00+00:00,72186.21,0.35019386815641584,normal,0.5214300126882973,0.47943505959772875,SHORT,-1,HOLD,-1,-1,-0.003661641191579284,,-0.0012452516900388622,false,false,false,no_trade_signal_or_no_position_change
